Component,Chemical Formula,salt,Concentration,Temperature,Pressure,Pressure 1,Concentration 2,Pressure 2
,,CsCl,2.9620,363.1500,64.7100,0.0000,,
,,CsCl,2.9620,368.1500,77.9900,0.0000,,
,,CsCl,3.8460,348.1500,33.9300,0.0000,,
,,CsCl,3.8460,353.1500,41.7600,0.0000,,
,,CsCl,3.8460,358.1500,51.2300,0.0000,,
,,CsCl,3.8460,363.1500,62.2800,0.0000,,
,,CsCl,3.8460,368.1500,75.2400,0.0000,,
,,CsCl,5.0120,348.1500,32.3900,0.0000,,
,,CsCl,5.0120,353.1500,40.2100,0.0000,,
,,CsCl,5.0120,358.1500,49.2400,0.0000,,
,,CsCl,5.0120,363.1500,60.2000,0.0000,,
,,CsCl,5.0120,368.1500,72.7000,0.0000,,
,,CsCl,6.1420,348.1500,30.9300,0.0000,,
,,CsCl,6.1420,353.1500,38.2200,0.0000,,
,,CsCl,6.1420,358.1500,46.8100,0.0000,,
,,CsCl,6.1420,363.1500,56.9600,0.0000,,
,,CsCl,6.1420,368.1500,68.6300,0.0000,,
,,CsCl,7.6940,348.1500,28.8700,0.0000,,
,,CsCl,7.6940,353.1500,35.6800,0.0000,,
,,CsCl,7.6940,358.1500,43.6900,0.0000,,
,,CsCl,7.6940,363.1500,53.2700,0.0000,,
,,CsCl,7.6940,368.1500,64.2000,0.0000,,
,,CsCl,8.1260,348.1500,28.0800,0.0000,,
,,CsCl,8.1260,353.1500,34.7000,0.0000,,
,,CsCl,8.1260,358.1500,42.3000,0.0000,,
,,CsCl,8.1260,363.1500,51.5700,0.0000,,
,,CsCl,8.1260,368.1500,62.0000,0.0000,,
Component 1,K2SO4,K2SO4,,,,,,
,,K2SO4,mol/kg H2O,Kelvin,kPa,,,
,,K2SO4,0.2000,309.9500,6.8000,0.0000,,
,,K2SO4,0.2000,322.3500,12.3000,0.0000,,
,,K2SO4,0.2000,328.5500,16.7000,0.0000,,
,,K2SO4,0.2000,333.6500,21.3000,0.0000,,
,,K2SO4,0.2000,338.2500,26.3000,0.0000,,
,,K2SO4,0.2000,342.3500,31.3000,0.0000,,
,,K2SO4,0.2000,345.8500,36.3000,0.0000,,
,,K2SO4,0.2000,349.0500,41.3000,0.0000,,
,,K2SO4,0.2000,352.1500,46.3000,0.0000,,
,,K2SO4,0.2000,354.6500,51.3000,0.0000,,
,,K2SO4,0.2000,356.9500,56.3000,0.0000,,
,,K2SO4,0.2000,359.0500,61.3000,0.0000,,
,,K2SO4,0.2000,361.2500,66.3000,0.0000,,
,,K2SO4,0.2000,363.2500,71.3000,0.0000,,
,,K2SO4,0.2000,365.0500,76.3000,0.0000,,
,,K2SO4,0.2000,366.8500,81.3000,0.0000,,
,,K2SO4,0.2000,368.4500,86.3000,0.0000,,
,,K2SO4,0.2000,369.8500,91.3000,0.0000,,
,,K2SO4,0.2000,371.4500,96.3000,0.0000,,
,,K2SO4,0.2000,372.8500,101.3000,0.0000,,
,,K2SO4,0.4000,310.3500,6.8000,0.0000,,
,,K2SO4,0.4000,320.4500,11.3000,0.0000,,
,,K2SO4,0.4000,328.3500,16.5000,0.0000,,
,,K2SO4,0.4000,333.8500,21.3000,0.0000,,
,,K2SO4,0.4000,338.4500,26.3000,0.0000,,
,,K2SO4,0.4000,342.5500,31.3000,0.0000,,
,,K2SO4,0.4000,345.9500,36.3000,0.0000,,
,,K2SO4,0.4000,349.1500,41.3000,0.0000,,
,,K2SO4,0.4000,352.1500,46.3000,0.0000,,
,,K2SO4,0.4000,354.6500,51.3000,0.0000,,
,,K2SO4,0.4000,357.0500,56.3000,0.0000,,
,,K2SO4,0.4000,359.2500,61.3000,0.0000,,
,,K2SO4,0.4000,361.2500,66.3000,0.0000,,
,,K2SO4,0.4000,363.3500,71.3000,0.0000,,
,,K2SO4,0.4000,365.1500,76.3000,0.0000,,
,,K2SO4,0.4000,366.8500,81.3000,0.0000,,
,,K2SO4,0.4000,368.4500,86.3000,0.0000,,
,,K2SO4,0.4000,370.0500,91.3000,0.0000,,
,,K2SO4,0.4000,371.5500,96.3000,0.0000,,
,,K2SO4,0.4000,373.0500,101.3000,0.0000,,
,,K2SO4,0.6000,310.2500,6.8000,0.0000,,
,,K2SO4,0.6000,320.4500,11.3000,0.0000,,
,,K2SO4,0.6000,328.9500,16.8000,0.0000,,
,,K2SO4,0.6000,334.0500,21.3000,0.0000,,
,,K2SO4,0.6000,338.6500,26.3000,0.0000,,
,,K2SO4,0.6000,342.7500,31.3000,0.0000,,
,,K2SO4,0.6000,346.0500,36.3000,0.0000,,
,,K2SO4,0.6000,349.2500,41.3000,0.0000,,
,,K2SO4,0.6000,352.3500,46.3000,0.0000,,
,,K2SO4,0.6000,354.8500,51.3000,0.0000,,
,,K2SO4,0.6000,357.2500,56.3000,0.0000,,
,,K2SO4,0.6000,359.4500,61.3000,0.0000,,
,,K2SO4,0.6000,361.4500,66.3000,0.0000,,
,,K2SO4,0.6000,363.5500,71.3000,0.0000,,
,,K2SO4,0.6000,365.3500,76.3000,0.0000,,
,,K2SO4,0.6000,367.0500,81.3000,0.0000,,
,,K2SO4,0.6000,368.6500,86.3000,0.0000,,
,,K2SO4,0.6000,370.2500,91.3000,0.0000,,
,,K2SO4,0.6000,371.7500,96.3000,0.0000,,
,,K2SO4,0.6000,373.2500,101.3000,0.0000,,
,,K2SO4,0.8000,310.0500,6.8000,0.0000,,
,,K2SO4,0.8000,320.4500,11.3000,0.0000,,
,,K2SO4,0.8000,328.1500,16.3000,0.0000,,
,,K2SO4,0.8000,334.1500,21.3000,0.0000,,
,,K2SO4,0.8000,338.7500,26.3000,0.0000,,
,,K2SO4,0.8000,342.8500,31.3000,0.0000,,
,,K2SO4,0.8000,346.2500,36.3000,0.0000,,
,,K2SO4,0.8000,349.4500,41.3000,0.0000,,
,,K2SO4,0.8000,352.3500,46.3000,0.0000,,
,,K2SO4,0.8000,354.8500,51.3000,0.0000,,
,,K2SO4,0.8000,357.2500,56.3000,0.0000,,
,,K2SO4,0.8000,359.6500,61.3000,0.0000,,
,,K2SO4,0.8000,361.6500,66.3000,0.0000,,
,,K2SO4,0.8000,363.6500,71.3000,0.0000,,
,,K2SO4,0.8000,365.5500,76.3000,0.0000,,
,,K2SO4,0.8000,367.2500,81.3000,0.0000,,
,,K2SO4,0.8000,368.8500,86.3000,0.0000,,
,,K2SO4,0.8000,370.4500,91.3000,0.0000,,
,,K2SO4,0.8000,371.7500,96.3000,0.0000,,
,,K2SO4,0.8000,373.4500,101.3000,0.0000,,
,,K2SO4,1.0000,338.7500,26.3000,0.0000,,
,,K2SO4,1.0000,342.9500,31.3000,0.0000,,
,,K2SO4,1.0000,346.4500,36.3000,0.0000,,
,,K2SO4,1.0000,349.7500,41.3000,0.0000,,
,,K2SO4,1.0000,352.4500,46.3000,0.0000,,
,,K2SO4,1.0000,354.9500,51.3000,0.0000,,
,,K2SO4,1.0000,357.3500,56.3000,0.0000,,
,,K2SO4,1.0000,359.7500,61.3000,0.0000,,
,,K2SO4,1.0000,361.8500,66.3000,0.0000,,
,,K2SO4,1.0000,363.7500,71.3000,0.0000,,
,,K2SO4,1.0000,365.7500,76.3000,0.0000,,
,,K2SO4,1.0000,367.5500,81.3000,0.0000,,
,,K2SO4,1.0000,369.1500,86.3000,0.0000,,
,,K2SO4,1.0000,370.6500,91.3000,0.0000,,
,,K2SO4,1.0000,372.1500,96.3000,0.0000,,
,,K2SO4,1.0000,373.6500,101.3000,0.0000,,
Component 1,K2SO4,K2SO4,,,,,,
,,K2SO4,Wt. %,°C,kPa,,,
,,K2SO4,2.0000,0.0000,0.6500,0.0000,,
,,K2SO4,2.0000,10.0000,1.2200,0.0000,,
,,K2SO4,2.0000,20.0000,2.3240,0.0000,,
,,K2SO4,2.0000,30.0000,4.2290,0.0000,,
,,K2SO4,2.0000,40.0000,7.3450,0.0000,,
,,K2SO4,2.0000,50.0000,12.2870,0.0000,,
,,K2SO4,2.0000,60.0000,19.8370,0.0000,,
,,K2SO4,2.0000,70.0000,31.0310,0.0000,,
,,K2SO4,2.0000,80.0000,47.1760,0.0000,,
,,K2SO4,2.0000,90.0000,69.8370,0.0000,,
,,K2SO4,2.0000,100.0000,100.8970,0.0000,,
,,K2SO4,4.0000,0.0000,0.6020,0.0000,,
,,K2SO4,4.0000,10.0000,1.2140,0.0000,,
,,K2SO4,4.0000,20.0000,2.3120,0.0000,,
,,K2SO4,4.0000,30.0000,4.2080,0.0000,,
,,K2SO4,4.0000,40.0000,7.3080,0.0000,,
,,K2SO4,4.0000,50.0000,12.2250,0.0000,,
,,K2SO4,4.0000,60.0000,19.7380,0.0000,,
,,K2SO4,4.0000,70.0000,30.8750,0.0000,,
,,K2SO4,4.0000,80.0000,46.9390,0.0000,,
,,K2SO4,4.0000,90.0000,69.4860,0.0000,,
,,K2SO4,4.0000,100.0000,100.3900,0.0000,,
,,K2SO4,4.0000,125.0000,230.2320,0.0000,,
,,K2SO4,4.0000,150.0000,472.2350,0.0000,,
,,K2SO4,4.0000,200.0000,1541.6000,0.0000,,
,,K2SO4,4.0000,250.0000,3955.5000,0.0000,,
,,K2SO4,4.0000,300.0000,8546.4004,0.0000,,
,,K2SO4,6.0000,0.0000,0.5990,0.0000,,
,,K2SO4,6.0000,10.0000,1.2080,0.0000,,
,,K2SO4,6.0000,20.0000,2.3010,0.0000,,
,,K2SO4,6.0000,30.0000,4.1860,0.0000,,
,,K2SO4,6.0000,40.0000,7.2710,0.0000,,
,,K2SO4,6.0000,50.0000,12.1640,0.0000,,
,,K2SO4,6.0000,60.0000,19.6380,0.0000,,
,,K2SO4,6.0000,70.0000,30.7190,0.0000,,
,,K2SO4,6.0000,80.0000,46.7020,0.0000,,
,,K2SO4,6.0000,90.0000,69.1350,0.0000,,
,,K2SO4,6.0000,100.0000,99.8840,0.0000,,
,,K2SO4,6.0000,125.0000,229.3390,0.0000,,
,,K2SO4,6.0000,150.0000,470.4020,0.0000,,
,,K2SO4,6.0000,200.0000,1535.7000,0.0000,,
,,K2SO4,6.0000,250.0000,3934.8000,0.0000,,
,,K2SO4,6.0000,300.0000,8517.5996,0.0000,,
,,K2SO4,8.0000,0.0000,0.5970,0.0000,,
,,K2SO4,8.0000,10.0000,1.2030,0.0000,,
,,K2SO4,8.0000,20.0000,2.2910,0.0000,,
,,K2SO4,8.0000,30.0000,4.1690,0.0000,,
,,K2SO4,8.0000,40.0000,7.2410,0.0000,,
,,K2SO4,8.0000,50.0000,12.1140,0.0000,,
,,K2SO4,8.0000,60.0000,19.5580,0.0000,,
,,K2SO4,8.0000,70.0000,30.5940,0.0000,,
,,K2SO4,8.0000,80.0000,46.5130,0.0000,,
,,K2SO4,8.0000,90.0000,68.8550,0.0000,,
,,K2SO4,8.0000,100.0000,99.4790,0.0000,,
,,K2SO4,8.0000,125.0000,228.4160,0.0000,,
,,K2SO4,8.0000,150.0000,468.5090,0.0000,,
,,K2SO4,8.0000,200.0000,1531.0000,0.0000,,
,,K2SO4,8.0000,250.0000,3921.0000,0.0000,,
,,K2SO4,8.0000,300.0000,8496.2002,0.0000,,
,,K2SO4,10.0000,0.0000,0.5940,0.0000,,
,,K2SO4,10.0000,10.0000,1.1970,0.0000,,
,,K2SO4,10.0000,20.0000,2.2800,0.0000,,
,,K2SO4,10.0000,30.0000,4.1480,0.0000,,
,,K2SO4,10.0000,40.0000,7.2040,0.0000,,
,,K2SO4,10.0000,50.0000,12.0530,0.0000,,
,,K2SO4,10.0000,60.0000,19.4590,0.0000,,
,,K2SO4,10.0000,70.0000,30.4390,0.0000,,
,,K2SO4,10.0000,80.0000,46.2760,0.0000,,
,,K2SO4,10.0000,90.0000,68.5040,0.0000,,
,,K2SO4,10.0000,100.0000,98.9750,0.0000,,
,,K2SO4,10.0000,125.0000,227.4560,0.0000,,
,,K2SO4,10.0000,150.0000,466.5410,0.0000,,
,,K2SO4,10.0000,200.0000,1524.6000,0.0000,,
,,K2SO4,10.0000,250.0000,3910.0000,0.0000,,
,,K2SO4,10.0000,300.0000,8484.2998,0.0000,,
,,K2SO4,12.0000,0.0000,0.5900,0.0000,,
,,K2SO4,12.0000,10.0000,1.1910,0.0000,,
,,K2SO4,12.0000,20.0000,2.2680,0.0000,,
,,K2SO4,12.0000,30.0000,4.1270,0.0000,,
,,K2SO4,12.0000,40.0000,7.1680,0.0000,,
,,K2SO4,12.0000,50.0000,11.9910,0.0000,,
,,K2SO4,12.0000,60.0000,19.3590,0.0000,,
,,K2SO4,12.0000,70.0000,30.2830,0.0000,,
,,K2SO4,12.0000,80.0000,46.0390,0.0000,,
,,K2SO4,12.0000,90.0000,68.1540,0.0000,,
,,K2SO4,12.0000,100.0000,98.4660,0.0000,,
,,K2SO4,14.0000,0.0000,0.5870,0.0000,,
,,K2SO4,14.0000,10.0000,1.1850,0.0000,,
,,K2SO4,14.0000,20.0000,2.2560,0.0000,,
,,K2SO4,14.0000,30.0000,4.1060,0.0000,,
,,K2SO4,14.0000,40.0000,7.1310,0.0000,,
,,K2SO4,14.0000,50.0000,11.9290,0.0000,,
,,K2SO4,14.0000,60.0000,19.2600,0.0000,,
,,K2SO4,14.0000,70.0000,30.1270,0.0000,,
,,K2SO4,14.0000,80.0000,45.8030,0.0000,,
,,K2SO4,14.0000,90.0000,67.8030,0.0000,,
,,K2SO4,14.0000,100.0000,97.9590,0.0000,,
,,K2SO4,16.0000,0.0000,0.5840,0.0000,,
