Salt,Temperature_C,MW_Salt_g_per_mol,RH_Water_Activity,Mass_Fraction_Salt,Mass_Fraction_Water,Mole_Fraction_Water,Mole_Fraction_Water_Ionic_Basis,Molality_mol_per_kg,Activity_Coefficient_Water,Ionic_Strength_mol_per_kg,ln_aw,ln_gammaw
CN3H62CO3,25.0000000000,180.1660000000,0.9529597015,0.2750469515,0.7249530485,0.9634499850,0.8978193627,2.1058339289,1.0614158495,6.3175017868,-0.0481826622,0.0596037239
CN3H62CO3,25.0000000000,180.1660000000,0.9537656716,0.2708608804,0.7291391196,0.9641855779,0.8997383593,2.0618784029,1.0600478037,6.1856352087,-0.0473372649,0.0583140049
CN3H62CO3,25.0000000000,180.1660000000,0.9545716418,0.2666384085,0.7333615915,0.9649201792,0.9016600343,2.0180490188,1.0586824363,6.0541470563,-0.0464925818,0.0570251503
CN3H62CO3,25.0000000000,180.1660000000,0.9553776119,0.2623780287,0.7376219713,0.9656539673,0.9035848571,1.9743347243,1.0573191930,5.9230041730,-0.0456486115,0.0557366414
CN3H62CO3,25.0000000000,180.1660000000,0.9561835821,0.2580782481,0.7419217519,0.9663871098,0.9055132734,1.9307251838,1.0559575548,5.7921755513,-0.0448053529,0.0544479902
CN3H62CO3,25.0000000000,180.1660000000,0.9569895522,0.2537375950,0.7462624050,0.9671197627,0.9074457025,1.8872108263,1.0545970404,5.6616324790,-0.0439628048,0.0531587418
CN3H62CO3,25.0000000000,180.1660000000,0.9577955224,0.2493546276,0.7506453724,0.9678520686,0.9093825339,1.8437829057,1.0532372095,5.5313487170,-0.0431209660,0.0518684780
CN3H62CO3,25.0000000000,180.1660000000,0.9586014925,0.2449279439,0.7550720561,0.9685841562,0.9113241235,1.8004335705,1.0518776666,5.4013007114,-0.0422798353,0.0505768210
CN3H62CO3,25.0000000000,180.1660000000,0.9594074627,0.2404561945,0.7595438055,0.9693161383,0.9132707891,1.7571559475,1.0505180655,5.2714678424,-0.0414394115,0.0492834382
CN3H62CO3,25.0000000000,180.1660000000,0.9602134328,0.2359380963,0.7640619037,0.9700481102,0.9152228051,1.7139442372,1.0491581148,5.1418327115,-0.0405996934,0.0479880471
CN3H62CO3,25.0000000000,180.1660000000,0.9610194030,0.2313724496,0.7686275504,0.9707801479,0.9171803967,1.6707938232,1.0477975832,5.0123814695,-0.0397606798,0.0466904214
CN3H62CO3,25.0000000000,180.1660000000,0.9618253731,0.2267581574,0.7732418426,0.9715123052,0.9191437329,1.6277013954,1.0464363066,4.8831041863,-0.0389223696,0.0453903978
CN3H62CO3,25.0000000000,180.1660000000,0.9626313433,0.2220942474,0.7779057526,0.9722446121,0.9211129193,1.5846650879,1.0450741957,4.7539952636,-0.0380847616,0.0440878836
CN3H62CO3,25.0000000000,180.1660000000,0.9634373134,0.2173798969,0.7826201031,0.9729770713,0.9230879895,1.5416846297,1.0437112436,4.6250538892,-0.0372478545,0.0427828646
CN3H62CO3,25.0000000000,180.1660000000,0.9642432836,0.2126144620,0.7873855380,0.9737096556,0.9250688960,1.4987615104,1.0423475352,4.4962845313,-0.0364116474,0.0414754147
CN3H62CO3,25.0000000000,180.1660000000,0.9650492537,0.2077975081,0.7922024919,0.9744423045,0.9270555002,1.4558991563,1.0409832567,4.3676974690,-0.0355761388,0.0401657056
CN3H62CO3,25.0000000000,180.1660000000,0.9658552239,0.2029288451,0.7970711549,0.9751749207,0.9290475619,1.4131031173,1.0396187058,4.2393093518,-0.0347413278,0.0388540169
CN3H62CO3,25.0000000000,180.1660000000,0.9666611940,0.1980085654,0.8019914346,0.9759073665,0.9310447278,1.3703812593,1.0382543020,4.1111437779,-0.0339072130,0.0375407471
CN3H62CO3,25.0000000000,180.1660000000,0.9674671642,0.1930370838,0.8069629162,0.9766394605,0.9330465203,1.3277439594,1.0368905978,3.9832318783,-0.0330737935,0.0362264249
CN3H62CO3,25.0000000000,180.1660000000,0.9682731343,0.1880151802,0.8119848198,0.9773709734,0.9350523256,1.2852042962,1.0355282884,3.8556128886,-0.0322410679,0.0349117201
CN3H62CO3,25.0000000000,180.1660000000,0.9690791045,0.1829440433,0.8170559567,0.9781016253,0.9370613827,1.2427782280,1.0341682225,3.7283346839,-0.0314090353,0.0335974539
CN3H62CO3,25.0000000000,180.1660000000,0.9698850746,0.1778253143,0.8221746857,0.9788310818,0.9390727723,1.2004847501,1.0328114106,3.6014542502,-0.0305776943,0.0322846087
CN3H62CO3,25.0000000000,180.1660000000,0.9706910448,0.1726611290,0.8273388710,0.9795589521,0.9410854084,1.1583460194,1.0314590324,3.4750380581,-0.0297470438,0.0309743362
CN3H62CO3,25.0000000000,180.1660000000,0.9714970149,0.1674541568,0.8325458432,0.9802847872,0.9430980305,1.1163874337,1.0301124416,3.3491623010,-0.0289170828,0.0296679629
CN3H62CO3,25.0000000000,180.1660000000,0.9723029851,0.1622076336,0.8377923664,0.9810080786,0.9451091995,1.0746376522,1.0287731678,3.2239129567,-0.0280878101,0.0283669931
CN3H62CO3,25.0000000000,180.1660000000,0.9731089552,0.1569253872,0.8430746128,0.9817282595,0.9471172965,1.0331285437,1.0274429143,3.0993856310,-0.0272592244,0.0270731079
CN3H62CO3,25.0000000000,180.1660000000,0.9739149254,0.1516118515,0.8483881485,0.9824447061,0.9491205265,0.9918950474,1.0261235515,2.9756851421,-0.0264313248,0.0257881600
CN3H62CO3,25.0000000000,180.1660000000,0.9747208955,0.1462720672,0.8537279328,0.9831567421,0.9511169266,0.9509749372,1.0248171053,2.8529248117,-0.0256041100,0.0245141628
CN3H62CO3,25.0000000000,180.1660000000,0.9755268657,0.1409116667,0.8590883333,0.9838636438,0.9531043801,0.9104084795,1.0235257397,2.7312254384,-0.0247775789,0.0232532745
CN3H62CO3,25.0000000000,180.1660000000,0.9763328358,0.1355368412,0.8644631588,0.9845646480,0.9550806364,0.8702379809,1.0222517332,2.6107139427,-0.0239517304,0.0220077757
CN3H62CO3,25.0000000000,180.1660000000,0.9771388060,0.1301542882,0.8698457118,0.9852589616,0.9570433364,0.8305072307,1.0209974500,2.4915216922,-0.0231265634,0.0207800416
CN3H62CO3,25.0000000000,180.1660000000,0.9779447761,0.1247711398,0.8752288602,0.9859457727,0.9589900447,0.7912608463,1.0197653057,2.3737825389,-0.0223020767,0.0195725084
CN3H62CO3,25.0000000000,180.1660000000,0.9787507463,0.1193948730,0.8806051270,0.9866242639,0.9609182852,0.7525435398,1.0185577289,2.2576306194,-0.0214782692,0.0183876354
CN3H62CO3,25.0000000000,180.1660000000,0.9795567164,0.1140332030,0.8859667970,0.9872936258,0.9628255817,0.7143993325,1.0173771191,2.1431979974,-0.0206551398,0.0172278635
CN3H62CO3,25.0000000000,180.1660000000,0.9803626866,0.1086939643,0.8913060357,0.9879530717,0.9647094992,0.6768707464,1.0162258041,2.0306122393,-0.0198326874,0.0160955726
CN3H62CO3,25.0000000000,180.1660000000,0.9811686567,0.1033849847,0.8966150153,0.9886018515,0.9665676875,0.6399980102,1.0151059976,1.9199940306,-0.0190109109,0.0149930382
CN3H62CO3,25.0000000000,180.1660000000,0.9819746269,0.0981139555,0.9018860445,0.9892392660,0.9683979213,0.6038183141,1.0140197591,1.8114549422,-0.0181898092,0.0139223913
CN3H62CO3,25.0000000000,180.1660000000,0.9827805970,0.0928883060,0.9071116940,0.9898646784,0.9701981381,0.5683651496,1.0129689581,1.7050954488,-0.0173693811,0.0128855812
CN3H62CO3,25.0000000000,180.1660000000,0.9835865672,0.0877150869,0.9122849131,0.9904775246,0.9719664709,0.5336677622,1.0119552439,1.6010032866,-0.0165496255,0.0118843445
CN3H62CO3,25.0000000000,180.1660000000,0.9843925373,0.0826008672,0.9173991328,0.9910773214,0.9737012743,0.4997507390,1.0109800236,1.4992522169,-0.0157305414,0.0109201808
CN3H62CO3,25.0000000000,180.1660000000,0.9851985075,0.0775516489,0.9224483511,0.9916636717,0.9754011433,0.4666337436,1.0100444460,1.3999012307,-0.0149121277,0.0099943359
CN3H62CO3,25.0000000000,180.1660000000,0.9860044776,0.0725728023,0.9274271977,0.9922362670,0.9770649246,0.4343314011,1.0091493951,1.3029942032,-0.0140943832,0.0091077930
CN3H62CO3,25.0000000000,180.1660000000,0.9868104478,0.0676690227,0.9323309773,0.9927948877,0.9786917203,0.4028533259,1.0082954901,1.2085599778,-0.0132773069,0.0082612716
CN3H62CO3,25.0000000000,180.1660000000,0.9876164179,0.0628443076,0.9371556924,0.9933394010,0.9802808851,0.3722042792,1.0074830928,1.1166128376,-0.0124608976,0.0074552333
CN3H62CO3,25.0000000000,180.1660000000,0.9884223881,0.0581019549,0.9418980451,0.9938697561,0.9818320166,0.3423844348,1.0067123208,1.0271533043,-0.0116451543,0.0066898935
CN3H62CO3,25.0000000000,180.1660000000,0.9892283582,0.0534445773,0.9465554227,0.9943859792,0.9833449412,0.3133897311,1.0059830653,0.9401691934,-0.0108300759,0.0059652379
CN3H62CO3,25.0000000000,180.1660000000,0.9900343284,0.0488741320,0.9511258680,0.9948881658,0.9848196958,0.2852122846,1.0052950124,0.8556368539,-0.0100156613,0.0052810432
CN3H62CO3,25.0000000000,180.1660000000,0.9908402985,0.0443919619,0.9556080381,0.9953764736,0.9862565075,0.2578408403,1.0046476662,0.7735225209,-0.0092019095,0.0046368992
CN3H62CO3,25.0000000000,180.1660000000,0.9916462687,0.0399988440,0.9600011560,0.9958511138,0.9876557709,0.2312612388,1.0040403731,0.6937837163,-0.0083888193,0.0040322327
CN3H62CO3,25.0000000000,180.1660000000,0.9924522388,0.0356950444,0.9643049556,0.9963123434,0.9890180258,0.2054568814,1.0034723462,0.6163706441,-0.0075763897,0.0034663316
CN3H62CO3,25.0000000000,180.1660000000,0.9932582090,0.0314803745,0.9685196255,0.9967604574,0.9903439347,0.1804091785,1.0029426891,0.5412275354,-0.0067646196,0.0029383679
CN3H62CO3,25.0000000000,180.1660000000,0.9940641791,0.0273542484,0.9726457516,0.9971957808,0.9916342612,0.1560979703,1.0024504175,0.4682939110,-0.0059535079,0.0024474201
CN3H62CO3,25.0000000000,180.1660000000,0.9948701493,0.0233157385,0.9766842615,0.9976186623,0.9928898503,0.1325019133,1.0019944800,0.3975057398,-0.0051430536,0.0019924936
CN3H62CO3,25.0000000000,180.1660000000,0.9956761194,0.0193636283,0.9806363717,0.9980294678,0.9941116099,0.1095988263,1.0015737765,0.3287964789,-0.0043332556,0.0015725394
CN3H62CO3,25.0000000000,180.1660000000,0.9964820896,0.0154964620,0.9845035380,0.9984285748,0.9953004943,0.0873659971,1.0011871744,0.2620979912,-0.0035241128,0.0011864702
CN3H62CO3,25.0000000000,180.1660000000,0.9972880597,0.0117125893,0.9882874107,0.9988163679,0.9964574898,0.0657804464,1.0008335227,0.1973413393,-0.0027156243,0.0008331755
CN3H62CO3,25.0000000000,180.1660000000,0.9980940299,0.0080102062,0.9919897938,0.9991932343,0.9975836020,0.0448191539,1.0005116643,0.1344574617,-0.0019077888,0.0005115334
CN3H62CO3,25.0000000000,180.1660000000,0.9989000000,0.0043873905,0.9956126095,0.9995595608,0.9986798452,0.0244592460,1.0002204459,0.0733777380,-0.0011006054,0.0002204216
NH42B10H10,25.0000000000,154.2670000000,0.8435000000,0.3682533236,0.6317466764,0.9362669593,0.8304169630,3.7785978692,1.0157547805,11.3357936076,-0.1701953770,0.0156319622
NH42B10H10,25.0000000000,154.2670000000,0.8458208955,0.3643980481,0.6356019519,0.9372508435,0.8327430017,3.7163600748,1.0157045977,11.1490802243,-0.1674476492,0.0155825566
NH42B10H10,25.0000000000,154.2670000000,0.8481417910,0.3605190294,0.6394809706,0.9382308655,0.8350680091,3.6544963601,1.0156559487,10.9634890804,-0.1647074507,0.0155346586
NH42B10H10,25.0000000000,154.2670000000,0.8504626866,0.3566156586,0.6433843414,0.9392071447,0.8373922169,3.5929972752,1.0156085398,10.7789918255,-0.1619747405,0.0154879794
NH42B10H10,25.0000000000,154.2670000000,0.8527835821,0.3526873092,0.6473126908,0.9401798001,0.8397158591,3.5318534692,1.0155620771,10.5955604076,-0.1592494775,0.0154422298
NH42B10H10,25.0000000000,154.2670000000,0.8551044776,0.3487333357,0.6512666643,0.9411489508,0.8420391732,3.4710556849,1.0155162667,10.4131670548,-0.1565316215,0.0153971204
NH42B10H10,25.0000000000,154.2670000000,0.8574253731,0.3447530732,0.6552469268,0.9421147154,0.8443623996,3.4105947524,1.0154708138,10.2317842571,-0.1538211321,0.0153523609
NH42B10H10,25.0000000000,154.2670000000,0.8597462687,0.3407458364,0.6592541636,0.9430772124,0.8466857825,3.3504615827,1.0154254228,10.0513847480,-0.1511179697,0.0153076605
NH42B10H10,25.0000000000,154.2670000000,0.8620671642,0.3367109189,0.6632890811,0.9440365605,0.8490095692,3.2906471623,1.0153797972,9.8719414868,-0.1484220947,0.0152627269
NH42B10H10,25.0000000000,154.2670000000,0.8643880597,0.3326475919,0.6673524081,0.9449928784,0.8513340114,3.2311425471,1.0153336389,9.6934276414,-0.1457334678,0.0152172668
NH42B10H10,25.0000000000,154.2670000000,0.8667089552,0.3285551039,0.6714448961,0.9459462848,0.8536593644,3.1719388567,1.0152866488,9.5158165702,-0.1430520503,0.0151709852
NH42B10H10,25.0000000000,154.2670000000,0.8690298507,0.3244326788,0.6755673212,0.9468968987,0.8559858880,3.1130272684,1.0152385255,9.3390818051,-0.1403778036,0.0151235853
NH42B10H10,25.0000000000,154.2670000000,0.8713507463,0.3202795155,0.6797204845,0.9478448394,0.8583138464,3.0543990116,1.0151889660,9.1631970348,-0.1377106894,0.0150747686
NH42B10H10,25.0000000000,154.2670000000,0.8736716418,0.3160947866,0.6839052134,0.9487902267,0.8606435087,2.9960453624,1.0151376650,8.9881360871,-0.1350506698,0.0150242338
NH42B10H10,25.0000000000,154.2670000000,0.8759925373,0.3118776372,0.6881223628,0.9497331805,0.8629751485,2.9379576377,1.0150843148,8.8138729131,-0.1323977071,0.0149716778
NH42B10H10,25.0000000000,154.2670000000,0.8783134328,0.3076271837,0.6923728163,0.9506738217,0.8653090451,2.8801271900,1.0150286048,8.6403815700,-0.1297517640,0.0149167942
NH42B10H10,25.0000000000,154.2670000000,0.8806343284,0.3033425125,0.6966574875,0.9516122713,0.8676454829,2.8225454018,1.0149702219,8.4676362054,-0.1271128035,0.0148592741
NH42B10H10,25.0000000000,154.2670000000,0.8829552239,0.2990226787,0.7009773213,0.9525486515,0.8699847521,2.7652036802,1.0149088495,8.2956110407,-0.1244807887,0.0147988051
NH42B10H10,25.0000000000,154.2670000000,0.8852761194,0.2946667047,0.7053332953,0.9534830848,0.8723271488,2.7080934519,1.0148441678,8.1242803556,-0.1218556833,0.0147350715
NH42B10H10,25.0000000000,154.2670000000,0.8875970149,0.2902735785,0.7097264215,0.9544156949,0.8746729754,2.6512061575,1.0147758533,7.9536184725,-0.1192374510,0.0146677539
NH42B10H10,25.0000000000,154.2670000000,0.8899179104,0.2858422528,0.7141577472,0.9553466062,0.8770225406,2.5945332471,1.0147035786,7.7835997414,-0.1166260560,0.0145965291
NH42B10H10,25.0000000000,154.2670000000,0.8922388060,0.2813716426,0.7186283574,0.9562759443,0.8793761599,2.5380661750,1.0146270124,7.6141985251,-0.1140214625,0.0145210695
NH42B10H10,25.0000000000,154.2670000000,0.8945597015,0.2768606240,0.7231393760,0.9572038357,0.8817341561,2.4817963949,1.0145458189,7.4453891847,-0.1114236354,0.0144410433
NH42B10H10,25.0000000000,154.2670000000,0.8968805970,0.2723080326,0.7276919674,0.9581304081,0.8840968589,2.4257153554,1.0144596579,7.2771460661,-0.1088325395,0.0143561140
NH42B10H10,25.0000000000,154.2670000000,0.8992014925,0.2677126611,0.7322873389,0.9590557906,0.8864646056,2.3698144956,1.0143681844,7.1094434867,-0.1062481400,0.0142659402
NH42B10H10,25.0000000000,154.2670000000,0.9015223881,0.2630732579,0.7369267421,0.9599801133,0.8888377417,2.3140852410,1.0142710483,6.9422557229,-0.1036704024,0.0141701754
NH42B10H10,25.0000000000,154.2670000000,0.9038432836,0.2583885253,0.7416114747,0.9609035078,0.8912166205,2.2585189996,1.0141678946,6.7755569987,-0.1010992925,0.0140684679
NH42B10H10,25.0000000000,154.2670000000,0.9061641791,0.2536571167,0.7463428833,0.9618261072,0.8936016036,2.2031071584,1.0140583627,6.6093214752,-0.0985347762,0.0139604604
NH42B10H10,25.0000000000,154.2670000000,0.9084850746,0.2488776354,0.7511223646,0.9627480461,0.8959930616,2.1478410806,1.0139420868,6.4435232417,-0.0959768199,0.0138457899
NH42B10H10,25.0000000000,154.2670000000,0.9108059701,0.2440486318,0.7559513682,0.9636694604,0.8983913736,2.0927121024,1.0138186952,6.2781363073,-0.0934253900,0.0137240876
NH42B10H10,25.0000000000,154.2670000000,0.9131268657,0.2391686016,0.7608313984,0.9645904878,0.9007969280,2.0377115318,1.0136878105,6.1131345955,-0.0908804533,0.0135949785
NH42B10H10,25.0000000000,154.2670000000,0.9154477612,0.2342359831,0.7657640169,0.9655112674,0.9032101225,1.9828306467,1.0135490495,5.9484919402,-0.0883419769,0.0134580819
NH42B10H10,25.0000000000,154.2670000000,0.9177686567,0.2292491555,0.7707508445,0.9664319400,0.9056313641,1.9280606947,1.0134020232,5.7841820841,-0.0858099281,0.0133130105
NH42B10H10,25.0000000000,154.2670000000,0.9200895522,0.2242064358,0.7757935642,0.9673526482,0.9080610697,1.8733928933,1.0132463366,5.6201786799,-0.0832842743,0.0131593710
NH42B10H10,25.0000000000,154.2670000000,0.9224104478,0.2191060773,0.7808939227,0.9682735357,0.9104996655,1.8188184319,1.0130815888,5.4564552957,-0.0807649834,0.0129967638
NH42B10H10,25.0000000000,154.2670000000,0.9247313433,0.2139462664,0.7860537336,0.9691947483,0.9129475878,1.7643284743,1.0129073735,5.2929854230,-0.0782520233,0.0128247833
NH42B10H10,25.0000000000,154.2670000000,0.9270522388,0.2087251211,0.7912748789,0.9701164328,0.9154052824,1.7099141635,1.0127232786,5.1297424905,-0.0757453625,0.0126430177
NH42B10H10,25.0000000000,154.2670000000,0.9293731343,0.2034406882,0.7965593118,0.9710387378,0.9178732047,1.6555666277,1.0125288870,4.9666998830,-0.0732449692,0.0124510499
NH42B10H10,25.0000000000,154.2670000000,0.9316940299,0.1980909414,0.8019090586,0.9719618128,0.9203518195,1.6012769888,1.0123237767,4.8038309664,-0.0707508123,0.0122484572
NH42B10H10,25.0000000000,154.2670000000,0.9340149254,0.1926737795,0.8073262205,0.9728858085,0.9228416006,1.5470363735,1.0121075217,4.6411091204,-0.0682628608,0.0120348120
NH42B10H10,25.0000000000,154.2670000000,0.9363358209,0.1871870243,0.8128129757,0.9738108764,0.9253430304,1.4928359266,1.0118796924,4.4785077799,-0.0657810838,0.0118096827
NH42B10H10,25.0000000000,154.2670000000,0.9386567164,0.1816284194,0.8183715806,0.9747371686,0.9278565990,1.4386668289,1.0116398563,4.3160004868,-0.0633054508,0.0115726343
NH42B10H10,25.0000000000,154.2670000000,0.9409776119,0.1759956293,0.8240043707,0.9756648374,0.9303828037,1.3845203176,1.0113875797,4.1535609529,-0.0608359315,0.0113232292
NH42B10H10,25.0000000000,154.2670000000,0.9432985075,0.1702862385,0.8297137615,0.9765940346,0.9329221476,1.3303877124,1.0111224285,3.9911631373,-0.0583724956,0.0110610291
NH42B10H10,25.0000000000,154.2670000000,0.9456194030,0.1644977518,0.8355022482,0.9775249115,0.9354751385,1.2762604465,1.0108439702,3.8287813395,-0.0559151133,0.0107855960
NH42B10H10,25.0000000000,154.2670000000,0.9479402985,0.1586275950,0.8413724050,0.9784576178,0.9380422868,1.2221301036,1.0105517756,3.6663903107,-0.0534637550,0.0104964941
NH42B10H10,25.0000000000,154.2670000000,0.9502611940,0.1526731169,0.8473268831,0.9793923009,0.9406241039,1.1679884623,1.0102454212,3.5039653869,-0.0510183911,0.0101932927
NH42B10H10,25.0000000000,154.2670000000,0.9525820896,0.1466315922,0.8533684078,0.9803291051,0.9432210988,1.1138275488,1.0099244925,3.3414826465,-0.0485789924,0.0098755681
NH42B10H10,25.0000000000,154.2670000000,0.9549029851,0.1405002256,0.8594997744,0.9812681704,0.9458337761,1.0596396987,1.0095885865,3.1789190961,-0.0461455300,0.0095429077
NH42B10H10,25.0000000000,154.2670000000,0.9572238806,0.1342761585,0.8657238415,0.9822096312,0.9484626312,1.0054176299,1.0092373164,3.0162528897,-0.0437179749,0.0091949133
NH42B10H10,25.0000000000,154.2670000000,0.9595447761,0.1279564770,0.8720435230,0.9831536148,0.9511081464,0.9511545279,1.0088703159,2.8534635836,-0.0412962985,0.0088312057
NH42B10H10,25.0000000000,154.2670000000,0.9618656716,0.1215382226,0.8784617774,0.9841002395,0.9537707855,0.8968441453,1.0084872448,2.6905324358,-0.0388804725,0.0084514306
NH42B10H10,25.0000000000,154.2670000000,0.9641865672,0.1150184061,0.8849815939,0.9850496127,0.9564509873,0.8424809173,1.0080877954,2.5274427520,-0.0364704687,0.0080552644
NH42B10H10,25.0000000000,154.2670000000,0.9665074627,0.1083940245,0.8916059755,0.9860018281,0.9591491584,0.7880600955,1.0076716997,2.3641802864,-0.0340662590,0.0076424218
NH42B10H10,25.0000000000,154.2670000000,0.9688283582,0.1016620831,0.8983379169,0.9869569631,0.9618656645,0.7335779012,1.0072387382,2.2007337036,-0.0316678157,0.0072126643
NH42B10H10,25.0000000000,154.2670000000,0.9711492537,0.0948196213,0.9051803787,0.9879150758,0.9646008202,0.6790317025,1.0067887497,2.0370951076,-0.0292751111,0.0067658099
NH42B10H10,25.0000000000,154.2670000000,0.9734701493,0.0878637443,0.9121362557,0.9888762007,0.9673548776,0.6244202150,1.0063216425,1.8732606450,-0.0268881180,0.0063017447
NH42B10H10,25.0000000000,154.2670000000,0.9757910448,0.0807916622,0.9192083378,0.9898403447,0.9701280124,0.5697437296,1.0058374073,1.7092311887,-0.0245068090,0.0058204357
NH42B10H10,25.0000000000,154.2670000000,0.9781119403,0.0736007347,0.9263992653,0.9908074827,0.9729203090,0.5150043691,1.0053361321,1.5450131073,-0.0221311571,0.0053219454
NH42B10H10,25.0000000000,154.2670000000,0.9804328358,0.0662885257,0.9337114743,0.9917775513,0.9757317430,0.4602063749,1.0048180177,1.3806191248,-0.0197611356,0.0048064482
NH42B10H10,25.0000000000,154.2670000000,0.9827537313,0.0588528661,0.9411471339,0.9927504439,0.9785621613,0.4053564235,1.0042833968,1.2160692705,-0.0173967178,0.0042742492
NH42B10H10,25.0000000000,154.2670000000,0.9850746269,0.0512919264,0.9487080736,0.9937260031,0.9814112607,0.3504639728,1.0037327534,1.0513919185,-0.0150378774,0.0037258040
NH42B10H10,25.0000000000,154.2670000000,0.9873955224,0.0436043003,0.9563956997,0.9947040142,0.9842785637,0.2955416364,1.0031667445,0.8866249091,-0.0126845879,0.0031617409
NH42B10H10,25.0000000000,154.2670000000,0.9897164179,0.0357890990,0.9642109010,0.9956841974,0.9871633927,0.2406055794,1.0025862236,0.7218167381,-0.0103368234,0.0025828851
NH42B10H10,25.0000000000,154.2670000000,0.9920373134,0.0278460556,0.9721539444,0.9966661995,0.9900648422,0.1856759306,1.0019922647,0.5570277918,-0.0079945581,0.0019902828
NH42B10H10,25.0000000000,154.2670000000,0.9943582090,0.0197756403,0.9802243597,0.9976495862,0.9929817503,0.1307771982,1.0013861873,0.3923315946,-0.0056577661,0.0013852274
NH42B10H10,25.0000000000,154.2670000000,0.9966791045,0.0115791834,0.9884208166,0.9986338337,0.9959126692,0.0759386749,1.0007695809,0.2278160247,-0.0033264219,0.0007692849
NH42B10H10,25.0000000000,154.2670000000,0.9990000000,0.0032590042,0.9967409958,0.9996183212,0.9988558370,0.0211948120,1.0001443281,0.0635844361,-0.0010005003,0.0001443177
Li2C6H4S2O6,25.0000000000,190.0510000000,0.8160000000,0.3212191532,0.6787808468,0.9570682237,0.8813890303,2.4900134581,0.9258113863,7.4700403744,-0.2033409240,-0.0770847516
Li2C6H4S2O6,25.0000000000,190.0510000000,0.8187313433,0.3186322184,0.6813677816,0.9575541211,0.8826264135,2.4605825176,0.9276080239,7.3817475527,-0.1999992791,-0.0751460234
Li2C6H4S2O6,25.0000000000,190.0510000000,0.8214626866,0.3160187932,0.6839812068,0.9580417576,0.8838704560,2.4310762577,0.9293926287,7.2932287732,-0.1966687636,-0.0732239936
Li2C6H4S2O6,25.0000000000,190.0510000000,0.8241940299,0.3133782519,0.6866217481,0.9585311825,0.8851213140,2.4014919732,0.9311650469,7.2044759197,-0.1933493037,-0.0713187383
Li2C6H4S2O6,25.0000000000,190.0510000000,0.8269253731,0.3107099460,0.6892900540,0.9590224468,0.8863791492,2.3718268684,0.9329251189,7.1154806053,-0.1900408261,-0.0694303398
Li2C6H4S2O6,25.0000000000,190.0510000000,0.8296567164,0.3080132025,0.6919867975,0.9595156032,0.8876441290,2.3420780533,0.9346726794,7.0262341599,-0.1867432584,-0.0675588865
Li2C6H4S2O6,25.0000000000,190.0510000000,0.8323880597,0.3052873225,0.6947126775,0.9600107067,0.8889164271,2.3122425385,0.9364075568,6.9367276156,-0.1834565290,-0.0657044734
Li2C6H4S2O6,25.0000000000,190.0510000000,0.8351194030,0.3025315805,0.6974684195,0.9605078136,0.8901962234,2.2823172307,0.9381295731,6.8469516921,-0.1801805668,-0.0638672019
Li2C6H4S2O6,25.0000000000,190.0510000000,0.8378507463,0.2997452223,0.7002547777,0.9610069829,0.8914837044,2.2522989268,0.9398385435,6.7568967803,-0.1769153014,-0.0620471807
Li2C6H4S2O6,25.0000000000,190.0510000000,0.8405820896,0.2969274640,0.7030725360,0.9615082754,0.8927790638,2.2221843085,0.9415342761,6.6665529255,-0.1736606634,-0.0602445257
Li2C6H4S2O6,25.0000000000,190.0510000000,0.8433134328,0.2940774901,0.7059225099,0.9620117543,0.8940825027,2.1919699365,0.9432165715,6.5759098095,-0.1704165836,-0.0584593605
Li2C6H4S2O6,25.0000000000,190.0510000000,0.8460447761,0.2911944515,0.7088055485,0.9625174851,0.8953942300,2.1616522437,0.9448852224,6.4849567310,-0.1671829939,-0.0566918167
Li2C6H4S2O6,25.0000000000,190.0510000000,0.8487761194,0.2882774644,0.7117225356,0.9630255360,0.8967144628,2.1312275284,0.9465400132,6.3936825851,-0.1639598266,-0.0549420344
Li2C6H4S2O6,25.0000000000,190.0510000000,0.8515074627,0.2853256076,0.7146743924,0.9635359778,0.8980434268,2.1006919470,0.9481807196,6.3020758410,-0.1607470148,-0.0532101624
Li2C6H4S2O6,25.0000000000,190.0510000000,0.8542388060,0.2823379206,0.7176620794,0.9640488840,0.8993813570,2.0700415063,0.9498071083,6.2101245190,-0.1575444920,-0.0514963589
Li2C6H4S2O6,25.0000000000,190.0510000000,0.8569701493,0.2793134013,0.7206865987,0.9645643313,0.9007284981,2.0392720548,0.9514189360,6.1178161644,-0.1543521927,-0.0498007919
Li2C6H4S2O6,25.0000000000,190.0510000000,0.8597014925,0.2762510036,0.7237489964,0.9650823994,0.9020851047,2.0083792737,0.9530159494,6.0251378212,-0.1511700517,-0.0481236394
Li2C6H4S2O6,25.0000000000,190.0510000000,0.8624328358,0.2731496347,0.7268503653,0.9656031714,0.9034514427,1.9773586675,0.9545978844,5.9320760025,-0.1479980046,-0.0464650906
Li2C6H4S2O6,25.0000000000,190.0510000000,0.8651641791,0.2700081522,0.7299918478,0.9661267339,0.9048277890,1.9462055532,0.9561644653,5.8386166596,-0.1448359876,-0.0448253458
Li2C6H4S2O6,25.0000000000,190.0510000000,0.8678955224,0.2668253609,0.7331746391,0.9666531772,0.9062144330,1.9149150494,0.9577154046,5.7447451482,-0.1416839375,-0.0432046176
Li2C6H4S2O6,25.0000000000,190.0510000000,0.8706268657,0.2636000098,0.7363999902,0.9671825956,0.9076116768,1.8834820642,0.9592504018,5.6504461926,-0.1385417915,-0.0416031310
