Salt,Temperature_C,MW_Salt_g_per_mol,RH_Water_Activity,Mass_Fraction_Salt,Mass_Fraction_Water,Mole_Fraction_Water,Mole_Fraction_Water_Ionic_Basis,Molality_mol_per_kg,Activity_Coefficient_Water,Ionic_Strength_mol_per_kg,ln_aw,ln_gammaw
LiI,25.0000000000,133.8500000000,0.6585757576,0.4377207426,0.5622792574,0.9051610349,0.8267526676,5.8160306867,0.7965813518,5.8160306867,-0.4176757187,-0.2274260182
LiI,25.0000000000,133.8500000000,0.6665353535,0.4329234939,0.5670765061,0.9068231568,0.8295301555,5.7036271075,0.8035094916,5.7036271075,-0.4056620972,-0.2187662811
LiI,25.0000000000,133.8500000000,0.6744949495,0.4280074187,0.5719925813,0.9085037077,0.8323470396,5.5903953894,0.8103530347,5.5903953894,-0.3937910911,-0.2102852809
LiI,25.0000000000,133.8500000000,0.6824545455,0.4229672732,0.5770327268,0.9102032548,0.8352046002,5.4763089941,0.8171106162,5.4763089941,-0.3820593542,-0.2019808002
LiI,25.0000000000,133.8500000000,0.6904141414,0.4177975471,0.5822024529,0.9119223709,0.8381041448,5.3613416026,0.8237808459,5.3613416026,-0.3704636565,-0.1938507481
LiI,25.0000000000,133.8500000000,0.6983737374,0.4124924557,0.5875075443,0.9136616310,0.8410470044,5.2454673310,0.8303623147,5.2454673310,-0.3590008792,-0.1858931497
LiI,25.0000000000,133.8500000000,0.7063333333,0.4070459332,0.5929540668,0.9154216090,0.8440345268,5.1286609868,0.8368536012,5.1286609868,-0.3476680094,-0.1781061327
LiI,25.0000000000,133.8500000000,0.7142929293,0.4014516283,0.5985483717,0.9172028730,0.8470680704,5.0108983707,0.8432532807,5.0108983707,-0.3364621357,-0.1704879145
LiI,25.0000000000,133.8500000000,0.7222525253,0.3957029030,0.6042970970,0.9190059797,0.8501489947,4.8921566277,0.8495599356,4.8921566277,-0.3253804433,-0.1630367863
LiI,25.0000000000,133.8500000000,0.7302121212,0.3897928334,0.6102071666,0.9208314685,0.8532786507,4.7724146544,0.8557721685,4.7724146544,-0.3144202100,-0.1557510966
LiI,25.0000000000,133.8500000000,0.7381717172,0.3837142153,0.6162857847,0.9226798537,0.8564583674,4.6516535636,0.8618886163,4.6516535636,-0.3035788024,-0.1486292321
LiI,25.0000000000,133.8500000000,0.7461313131,0.3774595747,0.6225404253,0.9245516162,0.8596894375,4.5298572125,0.8679079683,4.5298572125,-0.2928536713,-0.1416695972
LiI,25.0000000000,133.8500000000,0.7540909091,0.3710211831,0.6289788169,0.9264471936,0.8629731003,4.4070127919,0.8738289859,4.4070127919,-0.2822423492,-0.1348705908
LiI,25.0000000000,133.8500000000,0.7620505051,0.3643910798,0.6356089202,0.9283669695,0.8663105215,4.2831114772,0.8796505250,4.2831114772,-0.2717424459,-0.1282305811
LiI,25.0000000000,133.8500000000,0.7700101010,0.3575611011,0.6424388989,0.9303112610,0.8697027716,4.1581491339,0.8853715616,4.1581491339,-0.2613516460,-0.1217478785
LiI,25.0000000000,133.8500000000,0.7779696970,0.3505229167,0.6494770833,0.9322803061,0.8731508012,4.0321270654,0.8909912193,4.0321270654,-0.2510677055,-0.1154207064
LiI,25.0000000000,133.8500000000,0.7859292929,0.3432680742,0.6567319258,0.9342742495,0.8766554144,3.9050527856,0.8965087993,3.9050527856,-0.2408884487,-0.1092471708
LiI,25.0000000000,133.8500000000,0.7938888889,0.3357880500,0.6642119500,0.9362931285,0.8802172417,3.7769407863,0.9019238107,3.7769407863,-0.2308117660,-0.1032252296
LiI,25.0000000000,133.8500000000,0.8018484848,0.3280743076,0.6719256924,0.9383368593,0.8838367118,3.6478132611,0.9072360020,3.6478132611,-0.2208356106,-0.0973526621
LiI,25.0000000000,133.8500000000,0.8098080808,0.3201183573,0.6798816427,0.9404052244,0.8875140253,3.5177007311,0.9124453899,3.5177007311,-0.2109579967,-0.0916270420
LiI,25.0000000000,133.8500000000,0.8177676768,0.3119118176,0.6880881824,0.9424978617,0.8912491309,3.3866425056,0.9175522852,3.3866425056,-0.2011769965,-0.0860457140
LiI,25.0000000000,133.8500000000,0.8257272727,0.3034464691,0.6965535309,0.9446142581,0.8950417089,3.2546868918,0.9225573115,3.2546868918,-0.1914907383,-0.0806057787
LiI,25.0000000000,133.8500000000,0.8336868687,0.2947142942,0.7052857058,0.9467537481,0.8988911628,3.1218910524,0.9274614138,3.1218910524,-0.1818974043,-0.0753040877
LiI,25.0000000000,133.8500000000,0.8416464646,0.2857074922,0.7142925078,0.9489155202,0.9027966243,2.9883203955,0.9322658526,2.9883203955,-0.1723952286,-0.0701372554
LiI,25.0000000000,133.8500000000,0.8496060606,0.2764184542,0.7235815458,0.9510986329,0.9067569772,2.8540473655,0.9369721789,2.8540473655,-0.1629824950,-0.0651016889
LiI,25.0000000000,133.8500000000,0.8575656566,0.2668396809,0.7331603191,0.9533020435,0.9107709035,2.7191494977,0.9415821841,2.7191494977,-0.1536575354,-0.0601936441
LiI,25.0000000000,133.8500000000,0.8655252525,0.2569636219,0.7430363781,0.9555246520,0.9148369598,2.5837065881,0.9460978191,2.5837065881,-0.1444187280,-0.0554093124
LiI,25.0000000000,133.8500000000,0.8734848485,0.2467824085,0.7532175915,0.9577653634,0.9189536883,2.4477968323,0.9505210759,2.4477968323,-0.1352644953,-0.0507449438
LiI,25.0000000000,133.8500000000,0.8814444444,0.2362874495,0.7637125505,0.9600231718,0.9231197714,2.3114917694,0.9548538248,2.3114917694,-0.1261933030,-0.0461970132
LiI,25.0000000000,133.8500000000,0.8894040404,0.2254688475,0.7745311525,0.9622972699,0.9273342374,2.1748498504,0.9590975988,2.1748498504,-0.1172036581,-0.0417624378
LiI,25.0000000000,133.8500000000,0.8973636364,0.2143145835,0.7856854165,0.9645871881,0.9315967284,2.0379083890,0.9632533145,2.0379083890,-0.1082941074,-0.0374388545
LiI,25.0000000000,133.8500000000,0.9053232323,0.2028093966,0.7971906034,0.9668929720,0.9359078447,1.9006735300,0.9673209146,1.9006735300,-0.0994632363,-0.0332249724
LiI,25.0000000000,133.8500000000,0.9132828283,0.1909332462,0.8090667538,0.9692154080,0.9402695923,1.7631076325,0.9712989081,1.7631076325,-0.0907096673,-0.0291210228
LiI,25.0000000000,133.8500000000,0.9212424242,0.1786591854,0.8213408146,0.9715563179,0.9446859705,1.6251130189,0.9751837680,1.6251130189,-0.0820320589,-0.0251293458
LiI,25.0000000000,133.8500000000,0.9292020202,0.1659503517,0.8340496483,0.9739189553,0.9491637726,1.4865102157,0.9789691169,1.4865102157,-0.0734291040,-0.0212551825
LiI,25.0000000000,133.8500000000,0.9371616162,0.1527555653,0.8472444347,0.9763085682,0.9537137245,1.3470072755,0.9826445736,1.3470072755,-0.0648995291,-0.0175077973
LiI,25.0000000000,133.8500000000,0.9451212121,0.1390025904,0.8609974096,0.9787332425,0.9583521987,1.2061537557,0.9861940250,1.2061537557,-0.0564420929,-0.0139021639
LiI,25.0000000000,133.8500000000,0.9530808081,0.1245872106,0.8754127894,0.9812052595,0.9631039703,1.0632666688,0.9895928555,1.0632666688,-0.0480555856,-0.0104616775
LiI,25.0000000000,133.8500000000,0.9610404040,0.1093542079,0.8906457921,0.9837434559,0.9680070073,0.9173014988,0.9928031479,0.9173014988,-0.0397388271,-0.0072228744
LiI,25.0000000000,133.8500000000,0.9690000000,0.0930611079,0.9069388921,0.9863777344,0.9731216133,0.7666052988,0.9957645445,0.7666052988,-0.0314906671,-0.0042444505
Na2SO4,25.0000000000,142.0400000000,0.9010000000,0.2953175161,0.7046824839,0.9495305827,0.8624735116,2.9504283117,1.0446697642,8.8512849351,-0.1042500214,0.0437008203
Na2SO4,25.0000000000,142.0400000000,0.9019363636,0.2936350730,0.7063649270,0.9499172488,0.8634312263,2.9266321394,1.0445954885,8.7798964181,-0.1032113117,0.0436297182
Na2SO4,25.0000000000,142.0400000000,0.9028727273,0.2919355019,0.7080644981,0.9503063033,0.8643962164,2.9027085286,1.0445125860,8.7081255858,-0.1021736798,0.0435503517
Na2SO4,25.0000000000,142.0400000000,0.9038090909,0.2902185043,0.7097814957,0.9506977763,0.8653685852,2.8786559559,1.0444209627,8.6359678678,-0.1011371235,0.0434626292
Na2SO4,25.0000000000,142.0400000000,0.9047454545,0.2884837767,0.7115162233,0.9510916984,0.8663484370,2.8544729017,1.0443205249,8.5634187050,-0.1001016405,0.0433664586
Na2SO4,25.0000000000,142.0400000000,0.9056818182,0.2867310106,0.7132689894,0.9514880998,0.8673358767,2.8301578524,1.0442111787,8.4904735572,-0.0990672287,0.0432617475
Na2SO4,25.0000000000,142.0400000000,0.9066181818,0.2849598926,0.7150401074,0.9518870109,0.8683310100,2.8057093036,1.0440928303,8.4171279109,-0.0980338857,0.0431484034
Na2SO4,25.0000000000,142.0400000000,0.9075545455,0.2831701045,0.7168298955,0.9522884619,0.8693339429,2.7811257627,1.0439653862,8.3433772882,-0.0970016095,0.0430263339
Na2SO4,25.0000000000,142.0400000000,0.9084909091,0.2813613234,0.7186386766,0.9526924832,0.8703447823,2.7564057522,1.0438287534,8.2692172565,-0.0959703977,0.0428954467
Na2SO4,25.0000000000,142.0400000000,0.9094272727,0.2795332218,0.7204667782,0.9530991045,0.8713636350,2.7315478128,1.0436828394,8.1946434383,-0.0949402482,0.0427556496
Na2SO4,25.0000000000,142.0400000000,0.9103636364,0.2776854677,0.7223145323,0.9535083558,0.8723906082,2.7065505076,1.0435275527,8.1196515229,-0.0939111589,0.0426068513
Na2SO4,25.0000000000,142.0400000000,0.9113000000,0.2758177251,0.7241822749,0.9539202664,0.8734258092,2.6814124261,1.0433628025,8.0442372782,-0.0928831275,0.0424489607
Na2SO4,25.0000000000,142.0400000000,0.9122363636,0.2739296537,0.7260703463,0.9543348654,0.8744693448,2.6561321879,1.0431884994,7.9683965637,-0.0918561518,0.0422818878
Na2SO4,25.0000000000,142.0400000000,0.9131727273,0.2720209096,0.7279790904,0.9547521815,0.8755213219,2.6307084482,1.0430045556,7.8921253445,-0.0908302298,0.0421055438
Na2SO4,25.0000000000,142.0400000000,0.9141090909,0.2700911454,0.7299088546,0.9551722428,0.8765818465,2.6051399022,1.0428108848,7.8154197065,-0.0898053592,0.0419198410
Na2SO4,25.0000000000,142.0400000000,0.9150454545,0.2681400107,0.7318599893,0.9555950768,0.8776510240,2.5794252907,1.0426074026,7.7382758722,-0.0887815378,0.0417246935
Na2SO4,25.0000000000,142.0400000000,0.9159818182,0.2661671519,0.7338328481,0.9560207101,0.8787289588,2.5535634061,1.0423940272,7.6606902184,-0.0877587637,0.0415200169
Na2SO4,25.0000000000,142.0400000000,0.9169181818,0.2641722135,0.7358277865,0.9564491688,0.8798157540,2.5275530982,1.0421706791,7.5826592945,-0.0867370345,0.0413057295
Na2SO4,25.0000000000,142.0400000000,0.9178545455,0.2621548378,0.7378451622,0.9568804778,0.8809115110,2.5013932808,1.0419372820,7.5041798424,-0.0857163481,0.0410817515
Na2SO4,25.0000000000,142.0400000000,0.9187909091,0.2601146657,0.7398853343,0.9573146612,0.8820163294,2.4750829392,1.0416937629,7.4252488177,-0.0846967025,0.0408480065
Na2SO4,25.0000000000,142.0400000000,0.9197272727,0.2580513373,0.7419486627,0.9577517416,0.8831303067,2.4486211372,1.0414400522,7.3458634117,-0.0836780956,0.0406044209
Na2SO4,25.0000000000,142.0400000000,0.9206636364,0.2559644925,0.7440355075,0.9581917405,0.8842535378,2.4220070253,1.0411760847,7.2660210760,-0.0826605251,0.0403509249
Na2SO4,25.0000000000,142.0400000000,0.9216000000,0.2538537715,0.7461462285,0.9586346779,0.8853861144,2.3952398491,1.0409017998,7.1857195472,-0.0816439890,0.0400874526
Na2SO4,25.0000000000,142.0400000000,0.9225363636,0.2517188158,0.7482811842,0.9590805722,0.8865281251,2.3683189579,1.0406171418,7.1049568738,-0.0806284853,0.0398139427
Na2SO4,25.0000000000,142.0400000000,0.9234727273,0.2495592689,0.7504407311,0.9595294400,0.8876796546,2.3412438149,1.0403220604,7.0237314447,-0.0796140117,0.0395303387
Na2SO4,25.0000000000,142.0400000000,0.9244090909,0.2473747771,0.7526252229,0.9599812959,0.8888407833,2.3140140062,1.0400165117,6.9420420187,-0.0786005662,0.0392365897
Na2SO4,25.0000000000,142.0400000000,0.9253454545,0.2451649906,0.7548350094,0.9604361524,0.8900115868,2.2866292519,1.0397004582,6.8598877558,-0.0775881468,0.0389326507
Na2SO4,25.0000000000,142.0400000000,0.9262818182,0.2429295644,0.7570704356,0.9608940196,0.8911921353,2.2590894166,1.0393738695,6.7772682498,-0.0765767513,0.0386184833
Na2SO4,25.0000000000,142.0400000000,0.9272181818,0.2406681597,0.7593318403,0.9613549053,0.8923824935,2.2313945210,1.0390367232,6.6941835629,-0.0755663778,0.0382940562
Na2SO4,25.0000000000,142.0400000000,0.9281545455,0.2383804446,0.7616195554,0.9618188144,0.8935827191,2.2035447535,1.0386890051,6.6106342604,-0.0745570240,0.0379593459
Na2SO4,25.0000000000,142.0400000000,0.9290909091,0.2360660959,0.7639339041,0.9622857488,0.8947928631,2.1755404829,1.0383307103,6.5266214486,-0.0735486880,0.0376143373
Na2SO4,25.0000000000,142.0400000000,0.9300272727,0.2337248000,0.7662752000,0.9627557073,0.8960129687,2.1473822707,1.0379618435,6.4421468121,-0.0725413678,0.0372590244
Na2SO4,25.0000000000,142.0400000000,0.9309636364,0.2313562549,0.7686437451,0.9632286852,0.8972430705,2.1190708843,1.0375824199,6.3572126530,-0.0715350612,0.0368934109
Na2SO4,25.0000000000,142.0400000000,0.9319000000,0.2289601711,0.7710398289,0.9637046744,0.8984831942,2.0906073106,1.0371924661,6.2718219318,-0.0705297662,0.0365175110
Na2SO4,25.0000000000,142.0400000000,0.9328363636,0.2265362738,0.7734637262,0.9641836626,0.8997333557,2.0619927691,1.0367920204,6.1859783072,-0.0695254808,0.0361313502
Na2SO4,25.0000000000,142.0400000000,0.9337727273,0.2240843042,0.7759156958,0.9646656334,0.9009935600,2.0332287261,1.0363811339,6.0996861784,-0.0685222030,0.0357349660
Na2SO4,25.0000000000,142.0400000000,0.9347090909,0.2216040215,0.7783959785,0.9651505662,0.9022638010,2.0043169087,1.0359598710,6.0129507261,-0.0675199308,0.0353284086
Na2SO4,25.0000000000,142.0400000000,0.9356454545,0.2190952048,0.7809047952,0.9656384355,0.9035440604,1.9752593183,1.0355283107,5.9257779548,-0.0665186621,0.0349117416
Na2SO4,25.0000000000,142.0400000000,0.9365818182,0.2165576548,0.7834423452,0.9661292110,0.9048343071,1.9460582445,1.0350865466,5.8381747335,-0.0655183950,0.0344850432
Na2SO4,25.0000000000,142.0400000000,0.9375181818,0.2139911958,0.7860088042,0.9666228571,0.9061344960,1.9167162789,1.0346346883,5.7501488366,-0.0645191274,0.0340484063
Na2SO4,25.0000000000,142.0400000000,0.9384545455,0.2113956782,0.7886043218,0.9671193330,0.9074445676,1.8872363277,1.0341728618,5.6617089832,-0.0635208573,0.0336019399
Na2SO4,25.0000000000,142.0400000000,0.9393909091,0.2087709798,0.7912290202,0.9676185920,0.9087644473,1.8576216249,1.0337012104,5.5728648748,-0.0625235828,0.0331457695
Na2SO4,25.0000000000,142.0400000000,0.9403272727,0.2061170086,0.7938829914,0.9681205816,0.9100940441,1.8278757436,1.0332198951,5.4836272309,-0.0615273018,0.0326800378
Na2SO4,25.0000000000,142.0400000000,0.9412636364,0.2034337044,0.7965662956,0.9686252433,0.9114332504,1.7980026073,1.0327290956,5.3940078219,-0.0605320125,0.0322049056
Na2SO4,25.0000000000,142.0400000000,0.9422000000,0.2007210412,0.7992789588,0.9691325121,0.9127819410,1.7680064995,1.0322290108,5.3040194984,-0.0595377127,0.0317205521
Na2SO4,25.0000000000,142.0400000000,0.9431363636,0.1979790290,0.8020209710,0.9696423165,0.9141399725,1.7378920724,1.0317198591,5.2136762172,-0.0585444006,0.0312271758
Na2SO4,25.0000000000,142.0400000000,0.9440727273,0.1952077162,0.8047922838,0.9701545785,0.9155071829,1.7076643540,1.0312018790,5.1229930621,-0.0575520742,0.0307249948
Na2SO4,25.0000000000,142.0400000000,0.9450090909,0.1924071908,0.8075928092,0.9706692132,0.9168833906,1.6773287533,1.0306753297,5.0319862599,-0.0565607315,0.0302142473
Na2SO4,25.0000000000,142.0400000000,0.9459454545,0.1895775830,0.8104224170,0.9711861288,0.9182683944,1.6468910635,1.0301404909,4.9406731904,-0.0555703706,0.0296951919
Na2SO4,25.0000000000,142.0400000000,0.9468818182,0.1867190665,0.8132809335,0.9717052267,0.9196619727,1.6163574632,1.0295976633,4.8490723897,-0.0545809896,0.0291681078
Na2SO4,25.0000000000,142.0400000000,0.9478181818,0.1838318597,0.8161681403,0.9722264013,0.9210638839,1.5857345155,1.0290471686,4.7572035466,-0.0535925865,0.0286332950
Na2SO4,25.0000000000,142.0400000000,0.9487545455,0.1809162277,0.8190837723,0.9727495399,0.9224738655,1.5550291636,1.0284893491,4.6650874908,-0.0526051593,0.0280910743
Na2SO4,25.0000000000,142.0400000000,0.9496909091,0.1779724830,0.8220275170,0.9732745232,0.9238916343,1.5242487246,1.0279245680,4.5727461737,-0.0516187062,0.0275417869
Na2SO4,25.0000000000,142.0400000000,0.9506272727,0.1750009861,0.8249990139,0.9738012250,0.9253168870,1.4934008796,1.0273532085,4.4802026388,-0.0506332252,0.0269857944
Na2SO4,25.0000000000,142.0400000000,0.9515636364,0.1720021466,0.8279978534,0.9743295125,0.9267492998,1.4624936615,1.0267756734,4.3874809846,-0.0496487144,0.0264234780
Na2SO4,25.0000000000,142.0400000000,0.9525000000,0.1689764231,0.8310235769,0.9748592467,0.9281885292,1.4315354390,1.0261923845,4.2946063169,-0.0486651720,0.0258552384
Na2SO4,25.0000000000,142.0400000000,0.9534363636,0.1659243232,0.8340756768,0.9753902827,0.9296342122,1.4005348973,1.0256037817,4.2016046918,-0.0476825959,0.0252814944
Na2SO4,25.0000000000,142.0400000000,0.9543727273,0.1628464030,0.8371535970,0.9759224695,0.9310859678,1.3695010163,1.0250103216,4.1085030488,-0.0467009844,0.0247026824
Na2SO4,25.0000000000,142.0400000000,0.9553090909,0.1597432663,0.8402567337,0.9764556511,0.9325433969,1.3384430448,1.0244124768,4.0153291345,-0.0457203355,0.0241192549
Na2SO4,25.0000000000,142.0400000000,0.9562454545,0.1566155637,0.8433844363,0.9769896667,0.9340060842,1.3073704724,1.0238107339,3.9221114171,-0.0447406473,0.0235316794
Na2SO4,25.0000000000,142.0400000000,0.9571818182,0.1534639904,0.8465360096,0.9775243512,0.9354735990,1.2762929971,1.0232055926,3.8288789914,-0.0437619179,0.0229404370
Na2SO4,25.0000000000,142.0400000000,0.9581181818,0.1502892848,0.8497107152,0.9780595355,0.9369454968,1.2452204920,1.0225975632,3.7356614761,-0.0427841456,0.0223460207
Na2SO4,25.0000000000,142.0400000000,0.9590545455,0.1470922257,0.8529077743,0.9785950478,0.9384213207,1.2141629677,1.0219871653,3.6424889030,-0.0418073283,0.0217489333
Na2SO4,25.0000000000,142.0400000000,0.9599909091,0.1438736297,0.8561263703,0.9791307134,0.9399006034,1.1831305334,1.0213749259,3.5493916002,-0.0408314643,0.0211496862
Na2SO4,25.0000000000,142.0400000000,0.9609272727,0.1406343484,0.8593656516,0.9796663562,0.9413828685,1.1521333564,1.0207613766,3.4564000691,-0.0398565516,0.0205487965
Na2SO4,25.0000000000,142.0400000000,0.9618636364,0.1373752641,0.8626247359,0.9802017989,0.9428676329,1.1211816192,1.0201470522,3.3635448575,-0.0388825885,0.0199467857
Na2SO4,25.0000000000,142.0400000000,0.9628000000,0.1340972868,0.8659027132,0.9807368639,0.9443544089,1.0902854764,1.0195324880,3.2708564292,-0.0379095731,0.0193441771
Na2SO4,25.0000000000,142.0400000000,0.9637363636,0.1308013499,0.8691986501,0.9812713741,0.9458427056,1.0594550107,1.0189182175,3.1783650322,-0.0369375035,0.0187414934
Na2SO4,25.0000000000,142.0400000000,0.9646727273,0.1274884057,0.8725115943,0.9818051536,0.9473320320,1.0287001889,1.0183047703,3.0861005666,-0.0359663779,0.0181392548
Na2SO4,25.0000000000,142.0400000000,0.9656090909,0.1241594209,0.8758405791,0.9823380287,0.9488218983,0.9980308179,1.0176926698,2.9940924537,-0.0349961945,0.0175379765
Na2SO4,25.0000000000,142.0400000000,0.9665454545,0.1208153726,0.8791846274,0.9828698282,0.9503118188,0.9674565025,1.0170824306,2.9023695076,-0.0340269514,0.0169381665
Na2SO4,25.0000000000,142.0400000000,0.9674818182,0.1174572425,0.8825427575,0.9834003847,0.9518013135,0.9369866037,1.0164745566,2.8109598112,-0.0330586468,0.0163403234
Na2SO4,25.0000000000,142.0400000000,0.9684181818,0.1140860130,0.8859139870,0.9839295350,0.9532899106,0.9066301990,1.0158695388,2.7198905970,-0.0320912790,0.0157449342
Na2SO4,25.0000000000,142.0400000000,0.9693545455,0.1107026622,0.8892973378,0.9844571205,0.9547771482,0.8763960451,1.0152678531,2.6291881354,-0.0311248460,0.0151524724
Na2SO4,25.0000000000,142.0400000000,0.9702909091,0.1073081588,0.8926918412,0.9849829886,0.9562625765,0.8462925433,1.0146699587,2.5388776298,-0.0301593462,0.0145633958
Na2SO4,25.0000000000,142.0400000000,0.9712272727,0.1039034582,0.8960965418,0.9855069926,0.9577457598,0.8163277071,1.0140762961,2.4489831212,-0.0291947776,0.0139781450
Na2SO4,25.0000000000,142.0400000000,0.9721636364,0.1004894971,0.8995105029,0.9860289926,0.9592262778,0.7865091339,1.0134872854,2.3595274017,-0.0282311385,0.0133971416
Na2SO4,25.0000000000,142.0400000000,0.9731000000,0.0970671902,0.9029328098,0.9865488559,0.9607037274,0.7568439796,1.0129033252,2.2705319387,-0.0272684272,0.0128207865
Na2SO4,25.0000000000,142.0400000000,0.9740363636,0.0936374256,0.9063625744,0.9870664574,0.9621777243,0.7273389362,1.0123247910,2.1820168087,-0.0263066417,0.0122494591
Na2SO4,25.0000000000,142.0400000000,0.9749727273,0.0902010609,0.9097989391,0.9875816800,0.9636479039,0.6980002144,1.0117520345,2.0940006432,-0.0253457804,0.0116835156
Na2SO4,25.0000000000,142.0400000000,0.9759090909,0.0867589202,0.9132410798,0.9880944148,0.9651139228,0.6688335279,1.0111853822,2.0065005837,-0.0243858415,0.0111232884
Na2SO4,25.0000000000,142.0400000000,0.9768454545,0.0833117903,0.9166882097,0.9886045617,0.9665754596,0.6398440832,1.0106251352,1.9195322496,-0.0234268231,0.0105690851
Na2SO4,25.0000000000,142.0400000000,0.9777818182,0.0798604183,0.9201395817,0.9891120290,0.9680322157,0.6110365714,1.0100715682,1.8331097141,-0.0224687236,0.0100211879
Na2SO4,25.0000000000,142.0400000000,0.9787181818,0.0764055087,0.9235944913,0.9896167342,0.9694839159,0.5824151641,1.0095249295,1.7472454924,-0.0215115412,0.0094798534
Na2SO4,25.0000000000,142.0400000000,0.9796545455,0.0729477211,0.9270522789,0.9901186035,0.9709303088,0.5539835125,1.0089854407,1.6619505376,-0.0205552741,0.0089453118
Na2SO4,25.0000000000,142.0400000000,0.9805909091,0.0694876685,0.9305123315,0.9906175721,0.9723711672,0.5257447490,1.0084532966,1.5772342469,-0.0195999206,0.0084177675
Na2SO4,25.0000000000,142.0400000000,0.9815272727,0.0660259155,0.9339740845,0.9911135841,0.9738062886,0.4977014914,1.0079286653,1.4931044743,-0.0186454789,0.0078973986
Na2SO4,25.0000000000,142.0400000000,0.9824636364,0.0625629768,0.9374370232,0.9916065925,0.9752354945,0.4698558507,1.0074116886,1.4095675522,-0.0176919473,0.0073843570
Na2SO4,25.0000000000,142.0400000000,0.9834000000,0.0590993163,0.9409006837,0.9920965589,0.9766586311,0.4422094395,1.0069024823,1.3266283186,-0.0167393240,0.0068787692
Na2SO4,25.0000000000,142.0400000000,0.9843363636,0.0556353463,0.9443646537,0.9925834538,0.9780755685,0.4147633832,1.0064011364,1.2442901496,-0.0157876074,0.0063807361
Na2SO4,25.0000000000,142.0400000000,0.9852727273,0.0521714267,0.9478285733,0.9930672557,0.9794862010,0.3875183324,1.0059077160,1.1625549972,-0.0148367957,0.0058903338
Na2SO4,25.0000000000,142.0400000000,0.9862090909,0.0487078646,0.9512921354,0.9935479516,0.9808904462,0.3604744769,1.0054222617,1.0814234308,-0.0138868871,0.0054076142
Na2SO4,25.0000000000,142.0400000000,0.9871454545,0.0452449144,0.9547550856,0.9940255362,0.9822882451,0.3336315604,1.0049447904,1.0008946812,-0.0129378800,0.0049326051
Na2SO4,25.0000000000,142.0400000000,0.9880818182,0.0417827772,0.9582172228,0.9945000122,0.9836795610,0.3069888957,1.0044752959,0.9209666871,-0.0119897727,0.0044653116
Na2SO4,25.0000000000,142.0400000000,0.9890181818,0.0383216012,0.9616783988,0.9949713897,0.9850643799,0.2805453809,1.0040137498,0.8416361427,-0.0110425635,0.0040057162
Na2SO4,25.0000000000,142.0400000000,0.9899545455,0.0348614819,0.9651385181,0.9954396860,0.9864427089,0.2542995154,1.0035601019,0.7628985462,-0.0100962506,0.0035537797
Na2SO4,25.0000000000,142.0400000000,0.9908909091,0.0314024620,0.9685975380,0.9959049254,0.9878145765,0.2282494158,1.0031142814,0.6847482475,-0.0091508324,0.0031094421
Na2SO4,25.0000000000,142.0400000000,0.9918272727,0.0279445318,0.9720554682,0.9963671389,0.9891800317,0.2023928318,1.0026761974,0.6071784955,-0.0082063071,0.0026726228
Na2SO4,25.0000000000,142.0400000000,0.9927636364,0.0244876295,0.9755123705,0.9968263642,0.9905391433,0.1767271614,1.0022457397,0.5301814842,-0.0072626731,0.0022432218
Na2SO4,25.0000000000,142.0400000000,0.9937000000,0.0210316413,0.9789683587,0.9972826450,0.9918919997,0.1512494654,1.0018227794,0.4537483963,-0.0063199287,0.0018211202
K2SO4,25.0000000000,174.2600000000,0.9740000000,0.1130492088,0.8869507912,0.9869947294,0.9619732837,0.7314258283,1.0125021313,2.1942774850,-0.0263439753,0.0124246249
K2SO4,25.0000000000,174.2600000000,0.9742000000,0.1121594951,0.8878405049,0.9871085268,0.9622976578,0.7249421999,1.0123686701,2.1748265997,-0.0261386576,0.0122928030
K2SO4,25.0000000000,174.2600000000,0.9744000000,0.1112716231,0.8887283769,0.9872218875,0.9626209304,0.7184849343,1.0122364570,2.1554548030,-0.0259333820,0.0121621967
K2SO4,25.0000000000,174.2600000000,0.9746000000,0.1103854711,0.8896145289,0.9873348289,0.9629431493,0.7120530300,1.0121054402,2.1361590899,-0.0257281486,0.0120327554
K2SO4,25.0000000000,174.2600000000,0.9748000000,0.1095009221,0.8904990779,0.9874473675,0.9632643604,0.7056455263,1.0119755698,2.1169365788,-0.0255229572,0.0119044301
K2SO4,25.0000000000,174.2600000000,0.9750000000,0.1086178632,0.8913821368,0.9875595192,0.9635846076,0.6992615019,1.0118467982,2.0977845056,-0.0253178080,0.0117771742
K2SO4,25.0000000000,174.2600000000,0.9752000000,0.1077361860,0.8922638140,0.9876712994,0.9639039333,0.6929000725,1.0117190794,2.0787002174,-0.0251127008,0.0116509428
K2SO4,25.0000000000,174.2600000000,0.9754000000,0.1068557857,0.8931442143,0.9877827226,0.9642223780,0.6865603889,1.0115923694,2.0596811667,-0.0249076357,0.0115256927
K2SO4,25.0000000000,174.2600000000,0.9756000000,0.1059765616,0.8940234384,0.9878938030,0.9645399809,0.6802416357,1.0114666259,2.0407249071,-0.0247026126,0.0114013824
K2SO4,25.0000000000,174.2600000000,0.9758000000,0.1050984163,0.8949015837,0.9880045540,0.9648567793,0.6739430292,1.0113418083,2.0218290876,-0.0244976316,0.0112779723
K2SO4,25.0000000000,174.2600000000,0.9760000000,0.1042212561,0.8957787439,0.9881149888,0.9651728096,0.6676638164,1.0112178776,2.0029914493,-0.0242926926,0.0111554238
